mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.13212265968322753,0.001020708766155013,0.0027547359466552736,0.00033131757529781804,0.1,3,4,4,100,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 100}",-102.05604003192279,-74.17278498892064,-110.94062031729285,-106.37904894136418,-95.95282595198087,-97.90026404629626,12.852991376045123,17
0.29872961044311525,0.007590489435618559,0.0032183647155761717,0.00019378895598604398,0.1,3,4,4,200,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 200}",-106.00777768399911,-77.23756957931562,-111.68383859013578,-108.48236697659546,-95.12190161663038,-99.70669088933528,12.538340861124148,35
0.08250250816345214,0.0056683903223719405,0.0027985572814941406,0.0006983173954977225,0.1,3,8,2,50,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 50}",-94.21334678858678,-71.84330157641182,-115.13725225849463,-103.03358160469229,-91.45514697025459,-95.13652583968802,14.27845687429505,3
0.1450061798095703,0.009867908059506499,0.0029164791107177735,0.0004301040664107941,0.1,3,8,2,100,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 100}",-93.31035475411032,-74.13568592884914,-114.834072851789,-101.38614848567053,-91.25483289514344,-94.98421898311248,13.3144498386416,1
0.2557234287261963,0.005128779915627038,0.003173494338989258,0.00017036175170610297,0.1,3,8,2,200,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 200}",-96.34598280680225,-75.33516468403313,-114.99827697342884,-99.8979349037747,-91.28830874026096,-95.57313362165998,12.84190412060557,5
0.06680054664611816,0.0006521787490862072,0.002759838104248047,0.00026499435582071957,0.1,3,8,4,50,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 50}",-94.21334678858678,-71.84330157641182,-115.13725225849463,-103.03358160469229,-91.45514697025459,-95.13652583968802,14.27845687429505,3
0.13595662117004395,0.0049253467442853215,0.0031501293182373048,0.00041237955935029,0.1,3,8,4,100,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 100}",-93.31035475411032,-74.13568592884914,-114.834072851789,-101.38614848567053,-91.25483289514344,-94.98421898311248,13.3144498386416,1
0.3014118194580078,0.007828096918154148,0.0040053844451904295,0.001617763708435679,0.1,3,8,4,200,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 200}",-96.34598280680225,-75.33516468403313,-114.99827697342884,-99.8979349037747,-91.28830874026096,-95.57313362165998,12.84190412060557,5
0.11721405982971192,0.010969239860273835,0.0035561561584472657,0.0011743709252662786,0.1,5,4,2,50,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",-103.61673441470751,-76.58231298494063,-112.70831807665154,-103.35245362935947,-96.02553750667911,-98.45707132246767,12.14991633080014,23
0.1933135509490967,0.0062819096415859645,0.003054904937744141,0.00012574742847417801,0.1,5,4,2,100,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-104.50533667178996,-78.3769348049068,-112.72914752991089,-103.25118028570061,-94.60839463999318,-98.69419878646029,11.670477294073596,25
0.3597597599029541,0.0039456009249457386,0.0037358760833740234,0.0003875970657134159,0.1,5,4,2,200,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-107.15449490030839,-79.71735060312913,-114.61750352374673,-103.61856423235196,-93.99030969693574,-99.8196445912944,12.044017746390345,37
0.09093384742736817,0.0013375870917792334,0.0025023937225341795,0.0002646750527147769,0.1,5,4,4,50,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 50}",-103.61673441470751,-76.58231298494063,-112.70831807665154,-103.35245362935947,-96.02553750667911,-98.45707132246767,12.14991633080014,23
0.18650612831115723,0.00851793518882343,0.0030673980712890626,0.00012525175224378893,0.1,5,4,4,100,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 100}",-104.50533667178996,-78.3769348049068,-112.72914752991089,-103.25118028570061,-94.60839463999318,-98.69419878646029,11.670477294073596,25
0.34669923782348633,0.009600458166404762,0.0034369945526123045,0.00033794083541554827,0.1,5,4,4,200,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 200}",-107.15449490030839,-79.71735060312913,-114.61750352374673,-103.61856423235196,-93.99030969693574,-99.8196445912944,12.044017746390345,37
0.08713607788085938,0.003518129556385555,0.002677726745605469,7.293697805084665e-05,0.1,5,8,2,50,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 50}",-96.12359137244087,-81.67559212928302,-115.14413764492713,-99.00016469636851,-91.47487543567523,-96.68367225573895,10.943880880232314,7
0.17285280227661132,0.002828198106105909,0.0028297901153564453,0.0002249785224577499,0.1,5,8,2,100,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 100}",-97.88718094746558,-85.30398586909584,-117.25482484825498,-97.74451330272812,-90.3100871804597,-97.70011842960085,10.86922417407055,13
0.3489809513092041,0.007130184869616426,0.003673410415649414,0.0005018335745179149,0.1,5,8,2,200,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 200}",-99.93616223265778,-87.60643399055594,-118.3237344229482,-99.33904930870698,-89.98005653854244,-99.03708729868228,10.821865969684296,27
0.08735332489013672,0.003108695668996978,0.0026711940765380858,0.0002802121459696575,0.1,5,8,4,50,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 50}",-96.12359137244087,-81.67559212928302,-115.14413764492713,-99.00016469636851,-91.47487543567523,-96.68367225573895,10.943880880232314,7
0.19485206604003907,0.00899736015488891,0.003303861618041992,0.0004284295387435468,0.1,5,8,4,100,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 100}",-97.88718094746558,-85.30398586909584,-117.25482484825498,-97.74451330272812,-90.3100871804597,-97.70011842960085,10.86922417407055,13
0.40274848937988283,0.0073798217199495504,0.003466176986694336,0.0002852009801731654,0.1,5,8,4,200,"{'learning_rate': 0.1, 'max_depth': 5, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 200}",-99.93616223265778,-87.60643399055594,-118.3237344229482,-99.33904930870698,-89.98005653854244,-99.03708729868228,10.821865969684296,27
0.1694960117340088,0.009049418431863611,0.0029601573944091795,0.0003072432580311048,0.1,10,4,2,50,"{'learning_rate': 0.1, 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",-104.40735740464902,-79.07541289495302,-113.9081601565127,-103.94684139927892,-102.2738162691322,-100.72231762490517,11.565804316594754,43
0.3010851860046387,0.0038896866421771455,0.0038828372955322264,0.0003507203718032352,0.1,10,4,2,100,"{'learning_rate': 0.1, 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-107.01143215284998,-79.69374153662949,-113.77320989457985,-104.27522760498654,-101.96097903727622,-101.34291804526441,11.52659090878972,51
0.5941431999206543,0.012466371511054328,0.004799032211303711,6.626502895630714e-05,0.1,10,4,2,200,"{'learning_rate': 0.1, 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-109.0199665929228,-81.08761135206329,-114.36206518213682,-105.1881130204002,-102.15899421522984,-102.36335007255057,11.392609998685227,55
0.1508486270904541,0.002744449604758576,0.003020191192626953,0.00046884967448456523,0.1,10,4,4,50,"{'learning_rate': 0.1, 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 50}",-104.40735740464902,-79.07541289495302,-113.9081601565127,-103.94684139927892,-102.2738162691322,-100.72231762490517,11.565804316594754,43
0.28364739418029783,0.009327516985687977,0.0033870220184326174,0.00010051580261515932,0.1,10,4,4,100,"{'learning_rate': 0.1, 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 100}",-107.01143215284998,-79.69374153662949,-113.77320989457985,-104.27522760498654,-101.96097903727622,-101.34291804526441,11.52659090878972,51
0.6781916141510009,0.01970099015888184,0.0068436145782470705,0.0016106462314246137,0.1,10,4,4,200,"{'learning_rate': 0.1, 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 200}",-109.0199665929228,-81.08761135206329,-114.36206518213682,-105.1881130204002,-102.15899421522984,-102.36335007255057,11.392609998685227,55
0.14680795669555663,0.019012668452166516,0.0029985904693603516,0.0004722626846605035,0.1,10,8,2,50,"{'learning_rate': 0.1, 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 50}",-101.14690927295501,-81.44345205409991,-113.54329700913854,-99.82657424992162,-91.05214837935902,-97.40247619309483,10.727909786209258,9
0.3490839958190918,0.024420647761950943,0.0041748046875,0.0003779853474397891,0.1,10,8,2,100,"{'learning_rate': 0.1, 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 100}",-104.90182591515489,-83.59348768886262,-116.52520738515767,-100.08110702220023,-91.92623240754378,-99.40557208378384,11.222384785673828,33
0.6732189655303955,0.04385254784402377,0.004730987548828125,0.0003986774541523508,0.1,10,8,2,200,"{'learning_rate': 0.1, 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 200}",-111.0834254080228,-85.32892725769925,-116.85488444463837,-100.74637673883879,-92.65513010179373,-101.33374879019857,11.556639534988305,49
0.17600564956665038,0.02417330247000681,0.0034926891326904296,0.000550055846421325,0.1,10,8,4,50,"{'learning_rate': 0.1, 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 50}",-101.14690927295501,-81.44345205409991,-113.54329700913854,-99.82657424992162,-91.05214837935902,-97.40247619309483,10.727909786209258,9
0.2799099922180176,0.007760731248408197,0.0035667896270751955,0.000679547682448478,0.1,10,8,4,100,"{'learning_rate': 0.1, 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 100}",-104.90182591515489,-83.59348768886262,-116.52520738515767,-100.08110702220023,-91.92623240754378,-99.40557208378384,11.222384785673828,33
0.5152443885803223,0.01160193806074817,0.003833150863647461,0.00047745082467910417,0.1,10,8,4,200,"{'learning_rate': 0.1, 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 200}",-111.0834254080228,-85.32892725769925,-116.85488444463837,-100.74637673883879,-92.65513010179373,-101.33374879019857,11.556639534988305,49
